ProjectName,Context,DepositType,UnitType,DAACSPhase,Count,ArtifactType,ArtifactCategory
Stewart Castle Village,3-P-05,Not Applicable,STP,P01,3,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Button, Flat Disc",Button
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,6,Creamware,Ceramic
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,20,Pearlware,Ceramic
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,Redware,Ceramic
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Whiteware,Ceramic
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,20,Bird,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,78,Bony Fish,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Domestic Duck or Mallard,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Domestic Sheep or Goat,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,3,Grouper,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Grunt,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,Land Crabs,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,4,Land Hermit Crabs,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,Medium Mammal,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Parrotfish,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Porgy,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,6,Sea Bass,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Sheep, Goat, Deer, or Pig",Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,Snapper,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,8,Squirrel Fish,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Triggerfish,Faunal
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,Jews/Jaw Harp,General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Knife, race",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,89,Nail,General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Saw, unid.",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,Scrap/Waste,General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Screw, unidentified",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,50,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,6,"Shell, conch",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,3,"Shell, unid.",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,10,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,36,Unidentified,General Artifacts
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,8,Unidentifiable,Glass
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,2,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-06,Not Applicable,STP,P02,1,"Utensil, Spoon, 1 Piece",Utensil
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,"Red Agate, coarse",Ceramic
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,Redware,Ceramic
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,Mammal,Faunal
Stewart Castle Village,3-P-07,Not Applicable,STP,,5,Charcoal,General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,15,"Mortar, architectural",General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,Scrap/Waste,General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,"Stone, unidentified",General Artifacts
Stewart Castle Village,3-P-07,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-07,Not Applicable,STP,,2,Unidentifiable,Glass
Stewart Castle Village,3-P-08,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-P-08,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-P-08,Not Applicable,STP,,2,Whiteware,Ceramic
Stewart Castle Village,3-P-08,Not Applicable,STP,,2,Brick/Daub,General Artifacts
Stewart Castle Village,3-P-08,Not Applicable,STP,,7,Nail,General Artifacts
Stewart Castle Village,3-P-08,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-08,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-P-08,Not Applicable,STP,,3,Unidentified,General Artifacts
Stewart Castle Village,3-P-08,Not Applicable,STP,,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-08,Not Applicable,STP,,2,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,1,Creamware,Ceramic
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,4,Pearlware,Ceramic
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,1,"Slipware, North Midlands/Staffordshire",Ceramic
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,4,Nail,General Artifacts
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,3,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,2,Unidentified,General Artifacts
Stewart Castle Village,3-P-09,Not Applicable,STP,P02,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-10,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-P-10,Not Applicable,STP,,2,Unidentified,General Artifacts
Stewart Castle Village,3-P-11,Not Applicable,STP,,4,Pearlware,Ceramic
Stewart Castle Village,3-P-11,Not Applicable,STP,,1,Brick Fragment,General Artifacts
Stewart Castle Village,3-P-11,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,12,Creamware,Ceramic
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,5,Nail,General Artifacts
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,Unidentified,General Artifacts
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,Stemware,Glass
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,Unidentifiable,Glass
Stewart Castle Village,3-P-13,Not Applicable,STP,P01,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-14,Not Applicable,STP,,1,Whiteware,Ceramic
Stewart Castle Village,3-P-14,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-P-15,Not Applicable,STP,,2,Pearlware,Ceramic
Stewart Castle Village,3-P-15,Not Applicable,STP,,1,"Slipware, North Midlands/Staffordshire",Ceramic
Stewart Castle Village,3-P-15,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-P-15,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-15,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-15,Not Applicable,STP,,11,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-16,Not Applicable,STP,,1,Large Mammal,Faunal
Stewart Castle Village,3-P-16,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-P-16,Not Applicable,STP,,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-16,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-17,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-P-17,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-P-17,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-P-17,Not Applicable,STP,,3,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-17,Not Applicable,STP,,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-17,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-P-17,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,"Coarse Earthenware, unidentified",Ceramic
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,3,Creamware,Ceramic
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,3,Pearlware,Ceramic
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,Nail,General Artifacts
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,2,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,6,Unidentified,General Artifacts
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-P-18,Not Applicable,STP,P01,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-19,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-20,Not Applicable,STP,,9,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-20,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-P-20,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-P-20,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,3,Pearlware,Ceramic
Stewart Castle Village,3-P-21,Not Applicable,STP,,8,Nail,General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,23,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,65,Unidentified,General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,1,Washer,General Artifacts
Stewart Castle Village,3-P-21,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-P-22,Not Applicable,STP,,2,Pearlware,Ceramic
Stewart Castle Village,3-P-22,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-P-22,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-P-22,Not Applicable,STP,,1,Window Glass,General Artifacts
Stewart Castle Village,3-P-23,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-P-23,Not Applicable,STP,,2,Whiteware,Ceramic
Stewart Castle Village,3-P-23,Not Applicable,STP,,1,"Hardware, unidentified",General Artifacts
Stewart Castle Village,3-P-23,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-P-23,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-01,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-Q-01,Not Applicable,STP,,4,Scrap/Waste,General Artifacts
Stewart Castle Village,3-Q-01,Not Applicable,STP,,2,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-01,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-Q-01,Not Applicable,STP,,1,Strapping,General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,3,Creamware,Ceramic
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,3,Pearlware,Ceramic
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,2,Nail,General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,1,Strapping,General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,1,Unidentified,General Artifacts
Stewart Castle Village,3-Q-02,Not Applicable,STP,P01,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,Large Mammal,Faunal
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,Coke (Cinder),General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,"Screw, eye",General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,24,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,"Shell, keyhole limpet",General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,4,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,2,Strapping,General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,38,Unidentified,General Artifacts
Stewart Castle Village,3-Q-03,Not Applicable,STP,,14,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-04,Not Applicable,STP,,1,Bony Fish,Faunal
Stewart Castle Village,3-Q-04,Not Applicable,STP,,7,Nail,General Artifacts
Stewart Castle Village,3-Q-04,Not Applicable,STP,,13,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-04,Not Applicable,STP,,4,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-04,Not Applicable,STP,,3,Unidentified,General Artifacts
Stewart Castle Village,3-Q-04,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-05,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-Q-05,Not Applicable,STP,,27,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-05,Not Applicable,STP,,12,Unidentified,General Artifacts
Stewart Castle Village,3-Q-05,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,4,Creamware,Ceramic
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,5,Pearlware,Ceramic
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,"Handle, pot",General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,11,Nail,General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,Scrap/Waste,General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,101,Sheeting,General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,2,Unidentified,General Artifacts
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,"Bottle, Unidentifiable",Glass
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,15,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,Flake,Lithic
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,"Utensil, 1 Piece: Unid",Utensil
Stewart Castle Village,3-Q-06,Not Applicable,STP,P01,1,"Utensil, Spoon, 1 Piece",Utensil
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Creamware,Ceramic
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,13,Pearlware,Ceramic
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,Redware,Ceramic
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,4,Whiteware,Ceramic
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Bony Fish,Faunal
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Domestic Pig,Faunal
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Domestic Sheep or Goat,Faunal
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Medium Mammal,Faunal
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,"Shrimp, Lobster, Crab",Faunal
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,Brick Fragment,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,"Handle, unidentified",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,10,"Mortar, architectural",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,29,Nail,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,Scrap/Waste,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,15,Sheeting,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,38,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,1,"Shell, conch",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,30,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,5,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,Strapping,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,Unidentified,General Artifacts
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,5,"Bottle, Unidentifiable",Glass
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-07,Not Applicable,STP,P03,2,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,1,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,1,British Stoneware,Ceramic
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,9,Pearlware,Ceramic
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,3,Whiteware,Ceramic
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,7,Nail,General Artifacts
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,2,Strapping,General Artifacts
Stewart Castle Village,3-Q-08,Not Applicable,STP,P03,4,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-09,Not Applicable,STP,,1,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-Q-09,Not Applicable,STP,,1,Domestic Cow,Faunal
Stewart Castle Village,3-Q-09,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,6,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,5,Unidentified,General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,1,Wire,General Artifacts
Stewart Castle Village,3-Q-09,Not Applicable,STP,,3,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,British Stoneware,Ceramic
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,Brick Bat,General Artifacts
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-Q-10,Not Applicable,STP,,1,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-11,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-11,Not Applicable,STP,,4,Nail,General Artifacts
Stewart Castle Village,3-Q-11,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-11,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-Q-12,Not Applicable,STP,,6,Nail,General Artifacts
Stewart Castle Village,3-Q-12,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-12,Not Applicable,STP,,1,Tumbler,Glass
Stewart Castle Village,3-Q-13,Not Applicable,STP,,5,Pearlware,Ceramic
Stewart Castle Village,3-Q-13,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-13,Not Applicable,STP,,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-14,Not Applicable,STP,,3,Pearlware,Ceramic
Stewart Castle Village,3-Q-14,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-Q-14,Not Applicable,STP,,5,"Bottle, Wine style",Glass
Stewart Castle Village,3-Q-15,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-15,Not Applicable,STP,,2,Redware,Ceramic
Stewart Castle Village,3-Q-15,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-Q-15,Not Applicable,STP,,3,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-15,Not Applicable,STP,,10,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-16,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-16,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-Q-16,Not Applicable,STP,,3,Wire,General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,"Button, Flat Disc",Button
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,British Stoneware,Ceramic
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-17,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,4,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,6,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,3,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,Unidentified,General Artifacts
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,"Bottle, Unidentifiable",Glass
Stewart Castle Village,3-Q-17,Not Applicable,STP,,1,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-Q-18,Not Applicable,STP,,5,Nail,General Artifacts
Stewart Castle Village,3-Q-18,Not Applicable,STP,,5,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-18,Not Applicable,STP,,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-Q-18,Not Applicable,STP,,3,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-18,Not Applicable,STP,,1,"Slate, unidentified",General Artifacts
Stewart Castle Village,3-Q-18,Not Applicable,STP,,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-Q-18,Not Applicable,STP,,2,"Tobacco Pipe, Stem",Tobacco Pipe
Stewart Castle Village,3-Q-19,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-Q-19,Not Applicable,STP,,1,Whiteware,Ceramic
Stewart Castle Village,3-Q-19,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-Q-19,Not Applicable,STP,,7,Sheeting,General Artifacts
Stewart Castle Village,3-Q-19,Not Applicable,STP,,1,"Tobacco Pipe, Bowl, Rim",Tobacco Pipe
Stewart Castle Village,3-Q-20,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-Q-20,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-Q-20,Not Applicable,STP,,1,Nail,General Artifacts
Stewart Castle Village,3-Q-20,Not Applicable,STP,,5,Unidentified,General Artifacts
Stewart Castle Village,3-Q-20,Not Applicable,STP,,2,Wire,General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,3,Creamware,Ceramic
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,4,Pearlware,Ceramic
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,7,Nail,General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,"Shell, chiton segment",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,68,"Shell, clam",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,"Shell, marine gastropod, unid.",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,3,"Shell, marine unidentifiable",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,"Shell, unid.",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,"Shell, West Indian topshell",General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,Strapping,General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,4,Unidentified,General Artifacts
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,2,Flake,Lithic
Stewart Castle Village,3-Q-21,Not Applicable,STP,P01,1,"Tobacco Pipe, Bowl Fragment",Tobacco Pipe
Stewart Castle Village,3-Q-22,Not Applicable,STP,,2,Creamware,Ceramic
Stewart Castle Village,3-Q-22,Not Applicable,STP,,1,Pearlware,Ceramic
Stewart Castle Village,3-Q-22,Not Applicable,STP,,2,Nail,General Artifacts
Stewart Castle Village,3-Q-22,Not Applicable,STP,,1,"Shell, unid.",General Artifacts
Stewart Castle Village,3-Q-22,Not Applicable,STP,,1,"Tobacco Pipe, Bowl, Rim",Tobacco Pipe
Stewart Castle Village,3-R-01,Not Applicable,STP,,1,British Brown/Fulham Type,Ceramic
Stewart Castle Village,3-R-01,Not Applicable,STP,,1,Creamware,Ceramic
Stewart Castle Village,3-R-01,Not Applicable,STP,,1,Bar,General Artifacts
Stewart Castle Village,3-R-01,Not Applicable,STP,,3,Nail,General Artifacts
Stewart Castle Village,3-R-01,Not Applicable,STP,,1,"Shell, clam",General Artifacts
Stewart Castle Village,3-R-01,Not Applicable,STP,,7,"Bottle, Wine style",Glass
Stewart Castle Village,3-R-01,Not Applicable,STP,,4,"Tobacco Pipe, Stem",Tobacco Pipe
